Subject Code,Subject Name,Course Code,Course Name,Course Description,Course Units,Prerequisites
MUS,Music (MUS),MUS 028,Introduction to African American Music,"Survey of African American music, such as spirituals, blues, ragtime, jazz, theater, gospel, R&B, rap, and art music. Emphasis on historical and sociocultural contexts, as well as African roots.",4 units,None
MUS,Music (MUS),MUS 098,Directed Group Study,Directed group study.,1-5 units,Consent of instructor.
MUS,Music (MUS),MUS 099,Special Study for Undergraduates,Special study for undergraduates.,1-5 units,Consent of instructor.
MUS,Music (MUS),MUS 101A,"Advanced Theory, Part 1","Music of the 20th century from 1930 through 1950 and the various analytical tools pertaining to it. Works of Copland, Sessions, Schoenberg, Bartók, and Stravinsky. Composition of small pieces for piano and voice.",4 units,MUS 007C
MUS,Music (MUS),MUS 101B,"Advanced Theory, Part 2","Music from 1950 to the present and the analytical tools pertaining to it. Works of Babbit, Carter, Dallapiccola, Ligeti, Messiaen, Reich and others. Composition of small pieces for ensemble.",4 units,MUS 101A
MUS,Music (MUS),MUS 102,Tonal Counterpoint,"This version has ended; see updated course, below.Course Description: Imitative tonal counterpoint with an analytical focus on the Two-Part Inventions and fugues from the The Well-Tempered Klavier by J. S. Bach. Composition of exercises and short pieces using contrapuntal techniques. Intended for music majors.",4 units,MUS 006C
MUS,Music (MUS),MUS 103,Workshop in Composition,"This version has ended; see updated course, below.Course Description: Workshop in musical composition for undergraduates who are interested in pursuing serious compositional studies and intending to follow the composition track of the major. Explores the techniques and materials of musical composition.",3 units,MUS 006C
MUS,Music (MUS),MUS 105,History & Analysis of Jazz,Jazz and the evolution of jazz styles in historical and cultural context. For non-majors.,4 units,"MUS 003A, MUS 006A, MUS 010, MUS 011, MUS 028"
MUS,Music (MUS),MUS 106,History of Rock Music,Rock and the evolution of rock styles in historical and cultural context. For non-majors.,4 units,None
MUS,Music (MUS),MUS 107A,Introduction to Electronic Music,"Basics of electronic music history, techniques, and composition. Fixed media creation using field recordings. Focus on history, theory and techniques of musique concrète, elektronische musik, and related repertoire.",4 units,Consent of instructor.
MUS,Music (MUS),MUS 107B,Handmade Electronic Music,"Hacking, bending, and creating electronic circuits to make sound. Learning to read circuit diagrams, to build prototypes, and to solder components together. Repertoire study.",4 units,MUS 107A
MUS,Music (MUS),MUS 107C,Computer Music,"Making electronic music in an open source programming environment. Intermediate synthesis, physical controllers, and algorithmic music. Overview of history, aesthetics, and techniques of digital sonic art. Three composition projects.",4 units,MUS 107A
MUS,Music (MUS),MUS 108A,Orchestration,"This version has ended; see updated course, below.Course Description: Techniques of orchestration from study of basic instrumental techniques to analysis of orchestral scores and scoring for various instrumental combinations.",2 units,MUS 006C
MUS,Music (MUS),MUS 108B,Orchestration,Techniques of orchestration from study of basic instrumental techniques to analysis of orchestral scores and scoring for various instrumental combinations.,2 units,MUS 108A
MUS,Music (MUS),MUS 110A,The Musical World of Beethoven,"Work of Beethoven will be studied in the context of his time and his contemporaries. Lectures, discussion/guided listening sections, and selected readings. For non-majors.",4 units,"MUS 003A, MUS 006A, MUS 010"
MUS,Music (MUS),MUS 110B,The Musical World of a 20th-Century Composer,"Overview of concert music by a significant twentieth-century composer outside the United States (for example: Igor Stravinsky, Claude Debussy, Gustav Mahler, Arnold Schoenberg, Bela Bartok, Dmitri Shostakovich, Benjamin Britten, Olivier Messiaen, Osvaldo Golijov, Tan Dun, Kaija Saariaho).  Lectures, discussion/guided listening sections, and selected readings. For non-majors.",4 units,"MUS 003A, MUS 006A, MUS 010"
MUS,Music (MUS),MUS 110C,The Musical World of J. S. Bach,"Work of J. S. Bach will be studied in the context of his time and his contemporaries. Lectures, discussion/guided listening sections, and selected readings. For non-majors.",4 units,"MUS 003A, MUS 006A, MUS 010"
MUS,Music (MUS),MUS 110D,The Musical World of Mozart,"Work of Mozart will be studied in the context of his time and his contemporaries. Lectures, discussion/guided listening sections, and selected readings. For non-majors.",4 units,"MUS 003A, MUS 006A, MUS 010"
MUS,Music (MUS),MUS 110E,The Musical World of an 18th-Century Composer,"Overview of concert music by a significant European eighteenth-century composer other than Mozart, Beethoven, or J. S. Bach (for example: Franz Joseph Haydn, George Frideric Handel, Antonio Vivaldi). Lectures, discussion/guided listening sections, and selected readings. For non-majors.",4 units,"MUS 003A, MUS 006A, MUS 010"
MUS,Music (MUS),MUS 110F,The Musical World of an American Composer,"Overview of American concert music by a significant American composer (for example: Aaron Copland, George Gershwin, Ruth Crawford, Charles Ives, Duke Ellington, Leonard Bernstein, John Cage, John Adams). Lectures, discussion/guided listening sections, and selected readings. For non-majors.",4 units,"MUS 003A, MUS 006A, MUS 010, MUS 011, MUS 028"
MUS,Music (MUS),MUS 112A,Jazz Fundamentals,"Fundamentals of Jazz music theory, ear training, harmony and composition techniques. Designed to complement participation in Jazz Combo or Jazz Band. First of a three-course sequence.",2 units,MUS 003A
MUS,Music (MUS),MUS 112B,Jazz Theory,"Intermediate level Jazz music theory, ear training, harmony, and composition techniques including improvisation. Designed to complement participation in Jazz Combo or Jazz Band. Second of a three-course sequence.",2 units,MUS 112A
MUS,Music (MUS),MUS 112C,Jazz Composition,"Jazz compositions and arranging in different styles using techniques of Jazz theory, harmony and improvisation. Third of a three-course sequence.",2 units,MUS 112B
MUS,Music (MUS),MUS 113,Introduction to Conducting,"This version has ended; see updated course, below.Course Description: Principles and techniques of conducting as they apply to both choral and instrumental ensembles.",2 units,MUS 006C
MUS,Music (MUS),MUS 114,Intermediate Conducting,Intermediate conducting with a continued focus on principles and techniques as they apply to both choral and instrumental ensembles.,2 units,MUS 113
MUS,Music (MUS),MUS 115,History of Film Music,"Film music from silent films to movies of the past decade. How music supports and shapes film narrative and structure. Use of jazz, rock and classical music in film.",4 units,None
MUS,Music (MUS),MUS 116,Introduction to the Music of The Beatles,"Survey of music of The Beatles, focusing on the songs of Lennon and McCartney. Emphasis on understanding their evolution as musicians, composers and cultural figures. Discussion of their musical influences in wider cultural contexts.",4 units,None
MUS,Music (MUS),MUS 117,The Broadway Musical,"Exploration of a variety of Broadway and film musicals from different time periods, and how musicals reflect and help create social reality, and the different aspects of the creative process as manifested through music, dance, scenery, and acting.",4 units,None
MUS,Music (MUS),MUS 121,Topics in Music Scholarship,"This version has ended; see updated course, below.Course Description: Sources and problems of a historical period or musical style selected by the instructor and announced in advance.",4 units,"MUS 006C, MUS 024B"
MUS,Music (MUS),MUS 122,Topics in Analysis & Theory,"This version has ended; see updated course, below.Course Description: Analysis of works of a composer or musical style selected by the instructor and announced in advance. Consideration of theoretical issues.",4 units,"MUS 006C, MUS 024B"
MUS,Music (MUS),MUS 123,Music as Culture,Introduction to the study of music in cross-cultural perspective. Basic theories and frameworks of ethnomusicology; in-depth case studies of three musical traditions from around the world. Intended for music majors.,4 units,MUS 024B
MUS,Music (MUS),MUS 124C,History of Western Music: 20th Century to the Present,History of Western Music from 1900 to the present. Intended primarily for music majors.,4 units,MUS 024B
MUS,Music (MUS),MUS 124D,History of Western Music: Middle Ages & Renaissance,"History of Western Music in the Middle Ages and Renaissance, roughly 800-1600. Intended primarily for music majors. Leaning Activities: Lecture 3 hour(s); Listening.",4 units,MUS 124C
MUS,Music (MUS),MUS 126,American Music,"Introductory survey of American musics, including Native American music, Hispanic polyphony, New England psalmody, and selected 20th-century composers and styles.",4 units,"MUS 003A, MUS 006A, MUS 010, MUS 011, MUS 028"
MUS,Music (MUS),MUS 127,Music from Latin America,"Examination of music from Latin America. Characteristic music (i.e., tango, bossa nova, salsa, musica motena, musica andina) as well as its implications in other musical genres. Taught in English or Spanish depending on instructor.",4 units,Consent of instructor.
